categorie1,categorie2,categorie3,href
Papiers,Documents judiciaires,Demander un procès verbal de consentement à adoption,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/625/4/19
Papiers,Documents judiciaires,Demander un procès verbal de renonciation à succession,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/624/4/19
Papiers,Documents judiciaires,Demander une attestation de jugement ou d'arrêt rendu,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/623/4/19
Papiers,Documents judiciaires,Comment procéder à l'expulsion d'un locataire,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/577/4/19
Papiers,Documents judiciaires,Demander un extrait du bulletin n° 2 du casier judiciaire,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/465/4/19
Papiers,Documents judiciaires,Demander un extrait de bulletin n° 3 du casier judiciaire spécial pour un sénégalais né à l'étranger,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/464/4/19
Papiers,Documents judiciaires,Demander un extrait du bulletin n° 3 du casier judiciaire spécial pour un étranger résidant au Sénégal et né à l'étranger,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/460/4/19
Papiers,Documents judiciaires,Contester une filiation maternelle,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/436/4/19
Papiers,Documents judiciaires,Demander un extrait du bulletin n° 3 du casier judiciaire pour les étrangers nés au Sénégal,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/383/4/19
Papiers,Documents judiciaires,"Demander un certificat de non pourvoi en cassation en matière pénale, civile et sociale",https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/382/4/19
Papiers,Documents judiciaires,"Demander un certificat de non opposition, ni appel",https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/381/4/19
Papiers,Documents judiciaires,Saisir la maison de justice pour le règlement d'un litige,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/380/4/19
Papiers,Documents judiciaires,Demander une autorisation de visiter un détenu,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/379/4/19
Papiers,Documents judiciaires,Porter plainte directement devant le procureur de la République,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/378/4/19
Papiers,Documents judiciaires,Demander la délivrance d'une copie du  procès verbal d'un accident de la circulation routière,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/377/4/19
Papiers,Documents judiciaires,S'inscrire au concours d'accès à la magistrature ou au greffe,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/373/4/19
Papiers,Documents judiciaires,Faire appel du jugement ou de l'ordonnance,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/371/4/19
Papiers,Documents judiciaires,"Demander une expédition, une copie ou une grosse d'une décision de justice",https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/370/4/19
Papiers,Documents judiciaires,Demander la résiliation d'un bail,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/368/4/19
Papiers,Documents judiciaires,Demander un extrait du bulletin n° 3 du casier judiciaire pour les Sénégalais nés au Sénégal,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/366/4/19
Papiers,Documents judiciaires,Rédiger un testament,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/363/4/19
Papiers,Documents judiciaires,Faire une donation entre vifs,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/362/4/19
Papiers,Documents judiciaires,Demander une homologation du procès-verbal de partage de succession,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/361/4/19
Papiers,Documents judiciaires,Demander un partage successoral,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/360/4/19
Papiers,Documents judiciaires,Demander un jugement d'hérédité,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/359/4/19
Papiers,Documents judiciaires,Demander une curatelle,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/358/4/19
Papiers,Documents judiciaires,Demander la tutelle d'un enfant,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/357/4/19
Papiers,Documents judiciaires,Demander un certificat d'administration légale,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/356/4/19
Papiers,Documents judiciaires,Demander une délégation de puissance paternelle,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/355/4/19
Papiers,Documents judiciaires,Demander l'adoption limitée d'un enfant,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/353/4/19
Papiers,Documents judiciaires,Demander une pension alimentaire pour les ascendants et pour les époux,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/352/4/19
Papiers,Documents judiciaires,Demander une indication en paternité,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/351/4/19
Papiers,Documents judiciaires,Demander l'établissement exceptionnel d'indication de paternité,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/350/4/19
Papiers,Documents judiciaires,Réclamer la filiation maternelle,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/349/4/19
Papiers,Documents judiciaires,Demander un désaveu de paternité,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/347/4/19
Papiers,Documents judiciaires,Demander une séparation de corps,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/346/4/19
Papiers,Documents judiciaires,Initier une procédure en divorce,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/345/4/19
Papiers,Documents judiciaires,Demander un jugement d'autorisation d'inscription tardive de mariage,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/342/4/19
Papiers,Documents judiciaires,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/4/19
Papiers,Documents judiciaires,Demander à acquérir la nationalité sénégalaise par décret  (naturalisation),https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/338/4/19
Papiers,Documents judiciaires,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/4/19
Papiers,Documents judiciaires,Demander l'adoption plénière d'un enfant,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/333/4/19
Papiers,Documents judiciaires,S’acquitter des droits d’enregistrement et de timbres relatifs à un acte judiciaire ou extra-judiciaire,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/194/4/19
Papiers,Elections et carte d'électeur,Demander à être nommé chef de village,https://web.archive.org/web/20200513022900/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/4/13
Papiers,"Entrée, séjour et travail des étrangers",Demander une carte de circulation,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/84/4/16
Papiers,"Entrée, séjour et travail des étrangers",Demander le remboursement d'une caution de rapatriement,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/125/4/16
Papiers,"Entrée, séjour et travail des étrangers",Demander la restitution du cautionnement de rapatriement,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1134/4/16
Papiers,"Entrée, séjour et travail des étrangers",Faire un cautionnement de rapatriement auprès de la Caisse de Dépôts et de Consignations (CDC),https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1133/4/16
Papiers,"Entrée, séjour et travail des étrangers",Demander l'autorisation de constituer une association étrangère,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/604/4/16
Papiers,"Entrée, séjour et travail des étrangers",Demander un extrait du bulletin n° 3 du casier judiciaire spécial pour un étranger résidant au Sénégal et né à l'étranger,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/460/4/16
Papiers,"Entrée, séjour et travail des étrangers",S'inscrire au registre des Français établis au Sénégal,https://web.archive.org/web/20201024115611/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/432/4/16
